,medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,pickup_borough,dropoff_borough,payment_type,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,total_amount
216117,822589C142040C931313E47E6D08FCF4,AC9224E4F8CF79A933CACE16FD2BED96,CMT,1,N,2013-01-01 19:04:29,2013-01-01 19:09:35,1,306,1.0,-73.980438,40.741005,-73.994362,40.740475,manhattan,manhattan,CRD,6.0,0.0,0.5,1.3,0.0,7.8
216427,6B2F03F3A80FF3CC85CCB2283F2DA862,3A7B1AB4FFD9D959965F99C5246191EB,CMT,1,N,2013-01-01 20:11:10,2013-01-01 20:17:45,1,395,1.9,-73.996849,40.720352,-73.992264,40.74361,manhattan,manhattan,CRD,8.0,0.5,0.5,2.25,0.0,11.25
217293,895B93685CFF79B558C0F1967996DF60,22AD2EC77ED0A65B6ADFABBCA6773AAF,CMT,1,N,2013-01-01 18:29:03,2013-01-01 18:35:48,1,404,1.0,-74.000336,40.74276,-73.990608,40.751369,manhattan,manhattan,CRD,6.5,0.0,0.5,1.0,0.0,8.0
217312,48210B1E10560661B2EAA25E67A8AB43,FD69B226146EFE934654B1CF9E409A5E,CMT,1,N,2013-01-01 12:23:54,2013-01-01 12:27:06,1,191,0.6,-73.988548,40.727348,-73.9972,40.724976,manhattan,manhattan,CRD,4.5,0.0,0.5,1.0,0.0,6.0
217404,27C2976FDFF668D3E39CB28FEF659F0B,E7221D160E6985AFCAA207536F807F41,CMT,1,N,2013-01-01 18:37:59,2013-01-01 18:44:38,1,398,1.7,-73.991165,40.717377,-73.989471,40.736809,brooklyn,manhattan,CRD,7.5,0.0,0.5,1.6,0.0,9.6
217661,FBE166753A06B290EA5B096BB8293447,AC3F84F8E3307C705C2C29C5171D6A75,CMT,1,N,2013-01-01 06:23:12,2013-01-01 06:29:53,1,401,2.3,-73.988136,40.723564,-73.975998,40.751518,manhattan,manhattan,CRD,9.0,0.0,0.5,10.0,0.0,19.5
218248,D9B549FF7670E863C74E742459E40112,734A76F84683675FD236FEE962A6CB2E,CMT,1,N,2013-01-01 03:26:45,2013-01-01 03:36:27,1,582,2.5,-73.993126,40.768581,-73.978851,40.744678,manhattan,manhattan,CRD,10.0,0.5,0.5,2.2,0.0,13.2
218432,A904CD3742F6789684379CE7B446898F,B6418BB00C9911DD7A18596925833A61,CMT,1,N,2013-01-01 18:57:17,2013-01-01 19:11:11,1,834,4.8,-74.007431,40.716026,-73.975471,40.741066,brooklyn,manhattan,CRD,15.5,1.0,0.5,2.0,0.0,19.0
218542,B6AA3B5DE51F00063AF020EEC019D52A,DDB614CBFFB2F7FF3338567104B339C6,CMT,1,N,2013-01-01 19:56:35,2013-01-01 20:19:20,2,1365,11.3,-73.862724,40.768768,-73.981941,40.766014,manhattan,manhattan,CRD,33.0,0.5,0.5,7.75,4.8,46.55
218835,207291076F51439066F4430B049D8E4A,388F1DDDD0CBC5772B2E596DE8AF7422,CMT,1,N,2013-01-01 19:16:29,2013-01-01 19:18:39,1,130,0.5,-73.993568,40.75732,-73.998077,40.750858,manhattan,manhattan,CRD,4.0,0.0,0.5,1.1,0.0,5.6
219056,7896788B80BC3AD1CC9A188414181C92,8E3865D72C7AEDFDD9F3E12D71FF0495,CMT,1,N,2013-01-01 05:24:39,2013-01-01 05:40:29,1,949,5.9,-73.987236,40.72924,-73.917145,40.746284,manhattan,manhattan,CRD,18.0,0.5,0.5,3.8,0.0,22.8
219129,CD889490B0FD5AA03DBF444E1F1C93AC,72004D8BA8CD191D802FC9C2BF73D13C,CMT,1,N,2013-01-01 15:45:37,2013-01-01 15:47:48,1,131,0.8,-73.980759,40.742542,-73.9748,40.753193,manhattan,manhattan,CRD,4.5,0.0,0.5,1.0,0.0,6.0
219241,82B9C5EC0BC1B6A290C6ED1514E89FCF,3F4E3506DB8F6F9DD0A78DBDB1C57B10,CMT,1,N,2013-01-01 16:05:54,2013-01-01 16:22:38,1,1003,3.2,-73.993004,40.75824,-73.959206,40.761803,manhattan,manhattan,CRD,14.0,0.0,0.5,2.0,0.0,16.5
219793,0656C4136113432E5D0F1200BD7B0ED7,65A8ADC2C069EFF46B2F47204AD54C3B,CMT,1,N,2013-01-01 15:55:47,2013-01-01 16:23:30,1,1663,13.3,0.0,0.0,0.0,0.0,outside_nyc,outside_nyc,CRD,38.0,0.0,0.5,8.66,4.8,51.96
220104,D16531FC67E01F68342812173F04BD4B,D20DFC59B81A2918082D920FAC2D01B3,CMT,1,N,2013-01-01 08:10:29,2013-01-01 08:34:30,1,1440,11.0,-73.997414,40.763794,-74.028526,40.630077,manhattan,brooklyn,CRD,32.5,0.0,0.5,7.56,4.8,45.36
220141,240E92D67E4EA502E573E63183028DAB,C70643804A87A963163DDD524B14FD1C,CMT,1,N,2013-01-01 09:55:43,2013-01-01 10:07:49,1,725,4.6,-73.948975,40.777145,-73.987328,40.738995,manhattan,manhattan,CRD,16.0,0.0,0.5,3.3,0.0,19.8
220252,2A4681196DB5419EB816DFE971E070A5,D30349FEA5BA9FB7FE82B56CE7689178,CMT,1,N,2013-01-01 17:48:27,2013-01-01 17:57:59,1,572,2.2,-73.97863,40.75412,-73.956116,40.770359,manhattan,manhattan,CRD,9.5,1.0,0.5,1.5,0.0,12.5
220563,BF0079F9117DFBDC6E5C7100B42E7E46,01E2B25BD487536827F6383CBF3A338D,CMT,1,N,2013-01-01 03:05:59,2013-01-01 03:11:49,1,349,1.1,-74.006302,40.733208,-74.001686,40.732384,manhattan,manhattan,CRD,6.5,0.5,0.5,1.5,0.0,9.0
220943,DB51F659A90E9457DD2A2F4D5A2A3186,B73AD7C127D2B1975B8C1CDE98E969C2,CMT,5,N,2013-01-01 05:10:08,2013-01-01 05:28:32,1,1103,6.0,-73.993736,40.75211,-74.059669,40.731567,manhattan,manhattan,CRD,50.0,0.0,0.0,10.0,10.0,70.0
221420,4364E355DECE98D9E2A4B1E436A1EDBF,C5DC32CDE1B4B5A2A0F16029B62A3A10,CMT,1,N,2013-01-01 15:55:15,2013-01-01 16:10:12,1,897,4.0,-73.992226,40.743614,-73.966881,40.79269,manhattan,manhattan,CRD,15.0,0.0,0.5,2.0,0.0,17.5
221477,4D5A4FB75167CB804D91908710C78A36,E76DB5653F9077334152F3E91C430061,CMT,1,N,2013-01-01 03:34:00,2013-01-01 03:38:33,1,272,1.0,-73.979767,40.743267,-73.969704,40.753098,manhattan,manhattan,CRD,6.0,0.5,0.5,1.4,0.0,8.4
221753,8889FF286448F79E093F071C58A6A776,DDBF5ABA4502BC9F26C6D949AC29539D,CMT,1,N,2013-01-01 03:29:42,2013-01-01 03:38:28,1,525,3.0,-74.006561,40.725788,-73.978973,40.752895,manhattan,manhattan,CRD,10.5,0.5,0.5,0.0,0.0,11.5
222741,7B9BEA3F63FE812C6EEA5022B732A99D,6965EA58B43080BD7ABB5472113157CA,CMT,1,N,2013-01-01 12:20:53,2013-01-01 12:36:13,1,920,3.5,-73.95034,40.779804,-73.990051,40.756966,manhattan,manhattan,CRD,14.5,0.0,0.5,3.0,0.0,18.0
223625,DCD2235F03F0E18EF9CBCB06A6BED24E,36D754543890CA293B5568F61F40CD93,CMT,1,N,2013-01-01 00:22:04,2013-01-01 00:52:58,1,1853,7.0,-73.988998,40.751091,-73.951553,40.690022,manhattan,brooklyn,CRD,26.0,0.5,0.5,2.0,0.0,29.0
223680,8E189DABE265CC03FEF4BFC695B32559,09EDC8B6699E13F146A0AC3459DD52AE,CMT,1,N,2013-01-01 21:19:32,2013-01-01 21:26:52,1,439,1.9,-73.970528,40.756264,-73.979996,40.775482,manhattan,manhattan,CRD,8.5,0.5,0.5,1.9,0.0,11.4
223864,802C09EFBC24455904BB1E6244415908,FA4DC04CCE71D5C097DF65C502D5E57D,CMT,1,N,2013-01-01 09:14:39,2013-01-01 09:22:11,2,452,1.5,-73.994469,40.759052,-73.997391,40.74144,manhattan,manhattan,CRD,8.0,0.0,0.5,2.0,0.0,10.5
224252,FE29AB949658D8EC987D40F799320778,C34FB13913EB1620556EB40DF8FDF662,CMT,1,N,2013-01-01 11:42:51,2013-01-01 11:46:11,1,199,1.6,-73.980682,40.742031,-73.966187,40.762306,manhattan,manhattan,CRD,6.5,0.0,0.5,1.4,0.0,8.4
224400,9D00885D2304874EFB6F7A2070986452,97C081C847A02412F647A483E5AF8571,CMT,5,N,2013-01-01 03:23:57,2013-01-01 03:24:47,2,50,0.0,-74.040176,40.711922,-74.040108,40.71191,brooklyn,brooklyn,CRD,53.2,0.0,0.0,15.96,0.0,69.16
224623,7168295EBCF80A1BF8FCF53DE683BBBF,7E659723B42B3852D58531519BF5837B,CMT,1,N,2013-01-01 02:41:05,2013-01-01 02:57:06,1,960,2.7,-73.98851,40.731266,-73.962761,40.764755,manhattan,manhattan,CRD,13.0,0.5,0.5,2.0,0.0,16.0
224642,8F51E58C5A7FC1C4832351E3158F9123,22E788404722476497038D5B3A554903,CMT,1,N,2013-01-01 18:12:26,2013-01-01 18:15:43,1,197,0.6,-73.99646,40.755325,-73.99646,40.755325,manhattan,manhattan,CRD,4.5,0.0,0.5,1.25,0.0,6.25
225101,B144E9D108813FA22BCA0E36383EB50B,6B9D0182E8084EA9085E37E0158F4573,CMT,1,N,2013-01-01 03:39:54,2013-01-01 03:52:25,1,751,4.2,-73.987312,40.722687,-73.954544,40.774197,manhattan,manhattan,CRD,14.0,0.5,0.5,3.0,0.0,18.0
225175,205A696DF62AD03C88DA8C5EC5248639,579C41EA5EC846F8B641A42F9EE3E855,CMT,1,N,2013-01-01 03:47:38,2013-01-01 03:52:09,2,271,0.9,-73.952599,40.776466,-73.948418,40.784161,manhattan,manhattan,CRD,5.5,0.5,0.5,1.5,0.0,8.0
225268,38CBBFBAF37A1FEC4F04707992310AFC,E69B8BCE7EFE5A1C96C6CD8D224F65E0,CMT,1,N,2013-01-01 14:18:46,2013-01-01 14:25:52,1,425,2.1,-73.980026,40.74358,-73.980255,40.724777,manhattan,manhattan,CRD,8.0,0.0,0.5,1.7,0.0,10.2
225598,8B6001F83A2C1F7A2C458D1291A62B7A,18D6D058267358AD775352FDF93F370E,CMT,1,N,2013-01-01 17:00:41,2013-01-01 17:04:33,2,232,1.5,-73.98568,40.727036,-73.972328,40.745308,manhattan,manhattan,CRD,6.0,0.0,0.5,1.3,0.0,7.8
226091,99700CFA1CEF8B2EB3313A3CD65C70B5,3388B6B5C909B7BB9EE9D8B82CE2565F,CMT,1,N,2013-01-01 03:06:04,2013-01-01 03:22:34,1,990,3.5,-73.987068,40.729885,-73.990791,40.765892,manhattan,manhattan,CRD,14.0,0.5,0.5,3.0,0.0,18.0
226729,B69326F5D825D6C350BF3E78F0FF2820,C0C4BAAE1D513594EA406783201BA8C0,CMT,1,N,2013-01-01 10:05:31,2013-01-01 10:11:53,1,381,2.0,-73.979958,40.734955,-73.975914,40.75724,manhattan,manhattan,CRD,8.0,0.0,0.5,1.0,0.0,9.5
227872,C36DABD5D9D9F06C8EE0DAF5117938B9,B72F7DEEB7DC02335E6823680103FA40,CMT,1,N,2013-01-01 01:05:40,2013-01-01 01:18:17,1,756,2.4,-73.970284,40.758717,-73.997849,40.740589,manhattan,manhattan,CRD,10.5,0.5,0.5,0.0,0.0,11.5
227946,42B6719514A5414A6E6A97AB6D17B8F6,961D91DC9780BB219A97E3715FFCBCF8,CMT,1,N,2013-01-01 02:29:49,2013-01-01 02:48:25,3,1115,6.9,-73.996216,40.690845,-73.997803,40.740299,brooklyn,manhattan,CRD,21.5,0.5,0.5,6.75,0.0,29.25
228078,28E0D4D69025FF4F2F20E396CC523B7E,1FF7B94AD52CDEA3799287B14BBB7F56,CMT,1,N,2013-01-01 04:08:23,2013-01-01 04:16:14,1,470,1.8,-73.982086,40.765312,-73.956635,40.766911,manhattan,manhattan,CRD,8.0,0.5,0.5,1.5,0.0,10.5
228135,073E554D0345EFB08A9FE38C61AD2335,CA784439730B9A9D0C5418D945976F8B,CMT,1,N,2013-01-01 02:29:04,2013-01-01 02:32:39,1,215,0.3,-73.981857,40.747471,-73.980301,40.746681,manhattan,manhattan,CRD,4.5,0.5,0.5,1.0,0.0,6.5
228190,7717243F0D28BB9C9028A772F06347EE,F6B74F070E1DCB6540AD066766D35AB4,CMT,1,N,2013-01-01 13:48:08,2013-01-01 13:52:55,1,286,0.6,-73.923508,40.753658,-73.912842,40.753906,manhattan,manhattan,CRD,5.5,0.0,0.5,2.0,0.0,8.0
228264,6958B833130BA7725B6FE3456D559913,B14F971F3508F3E91B8D30BC34883984,CMT,1,N,2013-01-01 01:17:03,2013-01-01 01:26:11,3,547,2.0,-73.998901,40.726254,-73.98053,40.747906,manhattan,manhattan,CRD,9.0,0.5,0.5,2.0,0.0,12.0
228338,D3F5395F3C80026143B2097CFD956DBB,BCA42F28831D592AB0B1362929CE5E12,CMT,1,N,2013-01-01 16:06:08,2013-01-01 16:14:44,1,516,1.2,-74.001808,40.741112,-74.002815,40.723465,manhattan,manhattan,CRD,7.5,0.0,0.5,2.0,0.0,10.0
228576,03B354861CC944EEBBDFCC6B205B54BA,BD3B5ACE9A62D7D1652779B366E3B889,CMT,1,N,2013-01-01 17:24:05,2013-01-01 17:31:01,1,416,2.0,-73.961319,40.76041,-73.948235,40.784306,manhattan,manhattan,CRD,8.0,0.0,0.5,1.5,0.0,10.0
228868,CCF0BAB6B4B65A28613102E62685D5CB,02AF7EC953B5B8A1E2FA0C1183CC34A1,CMT,1,N,2013-01-01 01:17:50,2013-01-01 01:26:25,3,515,0.9,-73.996254,40.753445,-73.992607,40.763496,manhattan,manhattan,CRD,7.0,0.5,0.5,2.0,0.0,10.0
228887,B7A16B1C396F4A5113257DDEB043D953,0838C4C7DDFD9391AD66E316B5608B26,CMT,2,N,2013-01-01 17:20:56,2013-01-01 17:20:58,1,2,0.0,-73.984245,40.766777,-73.984245,40.766777,manhattan,manhattan,CRD,52.0,0.0,0.5,8.0,0.0,60.5
229403,4C8270D07214D33D636703389352D309,479A072AF7AEC4FA5E4968642B971E4A,CMT,1,N,2013-01-01 13:45:39,2013-01-01 13:58:41,1,781,4.4,0.0,0.0,0.0,0.0,outside_nyc,outside_nyc,CRD,15.5,0.0,0.5,1.5,0.0,17.5
230178,0EEACB51402D1152C88ACD4B0F500770,FA8807176EE333C13EA5FA232893A9C3,CMT,1,N,2013-01-01 13:55:04,2013-01-01 13:59:01,1,236,0.6,-73.987923,40.722507,-73.978477,40.724606,manhattan,manhattan,CRD,5.0,0.0,0.5,1.1,0.0,6.6
230912,3B90127AFC1750EE4CDC4EA08ADCDE13,1892CF492051A673AEE823656D866A3F,CMT,1,N,2013-01-01 02:07:11,2013-01-01 02:33:42,3,1590,4.7,-73.97477,40.680389,-73.986328,40.741814,brooklyn,manhattan,CRD,21.0,0.5,0.5,4.4,0.0,26.4
231669,F71A1AAC5EF2229374DF3D77EB5E24CC,BE6D769FEA1B5E5A5262D3B249B583B4,CMT,1,N,2013-01-01 16:35:28,2013-01-01 16:44:48,2,559,1.2,-73.977295,40.738754,-73.988434,40.748409,manhattan,manhattan,CRD,8.0,0.0,0.5,1.7,0.0,10.2
233775,B9A070E6C62C95091C64613B32EA9E18,FF9DF82B55E901C7F9D1F80A26C7FD71,CMT,1,N,2013-01-01 03:03:37,2013-01-01 03:14:26,1,648,3.2,-73.949661,40.722294,-73.987236,40.724953,manhattan,manhattan,CRD,12.0,0.5,0.5,2.6,0.0,15.6
234141,B2D4B3F9BB52D112CBC294855E493999,881D59246056A41F92CF91DA79F304C0,CMT,1,N,2013-01-01 00:49:47,2013-01-01 01:09:23,1,1175,3.8,-74.004311,40.74239,-73.962143,40.763966,manhattan,manhattan,CRD,15.5,0.5,0.5,3.0,0.0,19.5
235518,8A6C11AFA4F407A01290E4A688731CB7,60FB9520D6A93163C8AB480DAF2F553A,CMT,1,Y,2013-01-01 04:31:08,2013-01-01 04:38:54,1,465,1.5,-73.983536,40.730099,-74.00235,40.726521,manhattan,manhattan,CRD,7.5,0.5,0.5,1.7,0.0,10.2
235758,B27F3293854DAA2BF54E2953030E1A36,D5F775AE5BF7714B44637F8C8EC5D4D7,CMT,1,N,2013-01-01 04:51:19,2013-01-01 05:06:07,1,888,3.3,-73.946884,40.783295,-73.986565,40.766468,manhattan,manhattan,CRD,13.5,0.5,0.5,2.9,0.0,17.4
236238,31208ED97DF2CE387738B519D2B38912,5A908EECD91FB30664AAB3DAFF0C360B,CMT,1,N,2013-01-01 02:40:24,2013-01-01 02:47:23,1,419,2.0,-73.975021,40.753792,-73.953506,40.767193,manhattan,manhattan,CRD,8.0,0.5,0.5,2.25,0.0,11.25
237028,349029C1FD5994E524285B8541F46FF5,1B604CA74E6CEE6BE0FDE53CF2AB6406,CMT,1,N,2013-01-01 02:42:09,2013-01-01 02:52:21,1,611,1.4,-73.986443,40.740269,-73.98793,40.728306,manhattan,manhattan,CRD,8.5,0.5,0.5,2.37,0.0,11.87
238451,174B5EB4A5382F210F75748E7B2DE576,65E8B9132D4CC2B848074CFA226B81F7,CMT,1,N,2013-01-01 08:17:43,2013-01-01 08:26:35,1,532,4.5,-73.990044,40.687309,-73.948898,40.726414,brooklyn,manhattan,CRD,14.5,0.0,0.5,3.0,0.0,18.0
238820,D7DF9007F42F946CB95A6F878C4E079E,4A7D27E583E8037F1431A865EA4C33AA,CMT,1,N,2013-01-01 02:44:08,2013-01-01 02:53:21,1,552,2.1,-73.993797,40.736858,-73.998779,40.717068,manhattan,brooklyn,CRD,9.0,0.5,0.5,2.5,0.0,12.5
239284,AE9D6880AEEF221B26DB42824E739223,4CBBEF83E04693B0FF121EAA07BA7B90,CMT,1,N,2013-01-01 00:25:58,2013-01-01 00:38:39,4,761,3.5,-73.990784,40.736618,-73.961922,40.765282,manhattan,manhattan,CRD,13.0,0.5,0.5,2.8,0.0,16.8
243169,140360029362D0276411935268210E36,67D16CE5319371C588F81A7E39F43533,CMT,1,N,2013-01-01 00:09:28,2013-01-01 00:18:46,1,558,1.6,-73.980003,40.754963,-73.99791,40.741844,manhattan,manhattan,CRD,8.5,0.5,0.5,2.0,0.0,11.5
269424,47238E833B0AF84A9BBFB7956502A182,1B734EDB7FE26D6B0BCA082BB37C5EA6,VTS,1,,2013-01-01 05:57:00,2013-01-01 05:58:00,3,60,0.86,-73.987022,40.733448,-73.98243,40.739841,manhattan,manhattan,CSH,4.5,0.5,0.5,0.0,0.0,5.5
269827,69AB57298683986171AA44FC6EB6F2DA,6EC92FC6EED409FD04A08B4A2C0B29BA,VTS,1,,2013-01-01 21:08:00,2013-01-01 21:16:00,2,480,1.38,0.0,0.0,0.0,0.0,outside_nyc,outside_nyc,CRD,7.0,0.5,0.5,1.0,0.0,9.0
275616,720128684C6261DA8E45F5CD07474A27,A0B5AF0F9B31690CEBB51ECD27D2BE71,VTS,1,,2013-01-01 06:05:00,2013-01-01 06:26:00,1,1260,12.91,-73.787125,40.641056,-73.781158,40.752567,queens,queens,CSH,35.5,0.0,0.5,0.0,0.0,36.0
275691,517D73176C809AF0C8360D9E823C3A43,F911C67044D5D2F68615BE63765C7807,VTS,3,,2013-01-01 11:32:00,2013-01-01 12:02:00,1,1800,1.98,-73.973854,40.756031,-74.18264,40.687801,manhattan,staten,CSH,71.5,0.0,0.0,0.0,0.0,71.5
275910,D3D055476B49E90E47BD255A23AFAFBE,1BE91BA83CBB3A525332E249BC9EAB3D,VTS,1,,2013-01-01 13:54:00,2013-01-01 14:24:00,2,1800,22.75,-73.782051,40.644634,-73.870842,40.899292,queens,bronx,CSH,60.0,0.0,0.5,0.0,4.8,65.3
276261,1E583DE106F334DE85ECDA057E05EC8F,1A7247592739180946E86249F70EDA1C,VTS,2,,2013-01-01 14:22:00,2013-01-01 14:49:00,1,1620,17.57,-73.787621,40.64167,-73.974426,40.751278,queens,manhattan,CSH,52.0,0.0,0.5,0.0,4.8,57.3
294737,65122F34C71661D6B7827B4E986E4E2C,770B0D0DF8354EE22CD902DC833AF8C2,VTS,1,,2013-01-01 22:07:00,2013-01-01 22:16:00,2,540,1.79,-73.998222,40.735691,-74.004219,40.721111,manhattan,manhattan,CSH,8.5,0.5,0.5,0.0,0.0,9.5
299721,4C73459B430339981D78795300433438,2995844BEE33EBEFDEF8BE046597AD98,VTS,1,,2013-01-01 09:55:00,2013-01-01 10:03:00,1,480,0.0,-73.882492,40.881443,-73.88253,40.881413,bronx,bronx,CSH,5.5,0.0,0.5,0.0,0.0,6.0
304015,46ECA3A606B09A95BCA7736975B772D5,51B9CADAC31BBE2DD3E81AFD93A280C7,VTS,1,,2013-01-01 05:42:00,2013-01-01 05:59:00,6,1020,9.21,-73.981064,40.741528,-73.880501,40.702057,manhattan,queens,CSH,26.5,0.5,0.5,0.0,4.8,32.3
304397,41DE336EAA8C321952EBCFB04675843C,877425D4B3A55A9A89A2A999E49BEA94,VTS,1,,2013-01-01 08:40:00,2013-01-01 08:44:00,1,240,1.03,-73.991943,40.735435,-73.978378,40.737228,manhattan,manhattan,CSH,5.5,0.0,0.5,0.0,0.0,6.0
304602,55FB6B6C0F0DFCE20E7E48859CAA45AD,A91BC1388E64E71C15CDE316649A2D0E,VTS,1,,2013-01-01 19:43:00,2013-01-01 19:47:00,1,240,1.33,0.0,0.0,0.0,0.0,outside_nyc,outside_nyc,CRD,5.5,0.0,0.5,1.1,0.0,7.1
327935,F8317FADB346A30B44CF0DB7EDA718AF,73E8FFE6D1EA6E6923E29D103FAF1E93,CMT,1,N,2013-01-01 00:57:27,2013-01-01 01:07:41,4,613,1.6,-73.981514,40.732738,-74.006058,40.743816,manhattan,manhattan,CRD,8.5,0.5,0.5,1.9,0.0,11.4
330179,AB80E0F46504CB0CF484213D85B7491A,F540C3C097C0521DBBF94E16A95C7C7D,CMT,1,N,2013-01-01 04:26:47,2013-01-01 04:40:14,2,806,4.7,-73.989983,40.739273,-73.966187,40.792301,manhattan,manhattan,CRD,16.0,0.5,0.5,3.0,0.0,20.0
331073,4C03FA515AF8917CC23F03130FAABCEC,6432BB98252718D9514F9533EFFDA047,CMT,1,N,2013-01-01 00:20:29,2013-01-01 00:35:51,1,921,2.8,-73.98243,40.75106,-74.004387,40.716419,manhattan,brooklyn,CRD,13.0,0.5,0.5,1.0,0.0,15.0
331310,7E3256C342CAFB3C23D3ABB98B9F3FB6,7B5DEB7DD598D1D46BAC8C60090A9804,CMT,1,N,2013-01-01 02:37:57,2013-01-01 02:51:52,1,834,8.2,-73.925194,40.866325,-73.988495,40.769283,bronx,manhattan,CRD,25.0,0.5,0.5,5.2,0.0,31.2
332663,CB68440CF79CB2D65EC6053904C283CD,B03C47153AE8BCF655506B87D3EFABC8,CMT,1,Y,2013-01-01 02:06:32,2013-01-01 02:26:24,2,1191,5.4,-73.988983,40.746204,-73.924507,40.769234,manhattan,manhattan,CRD,19.0,0.5,0.5,3.0,0.0,23.0
333291,4FD4EC1D50776ED136D40D3802D177FE,699221D9F2272A6F8BFEB1F9A72A7B59,CMT,1,N,2013-01-01 03:32:33,2013-01-01 03:43:27,1,653,2.5,-73.984024,40.744263,-73.997208,40.716579,manhattan,brooklyn,CRD,10.5,0.5,0.5,2.3,0.0,13.8
334093,61FE10B2C5EC5B796CE4D38618C1FF8C,75A3C75F9FFB7F6DECA49321E5B76A1A,CMT,1,N,2013-01-01 05:02:42,2013-01-01 05:17:20,1,877,4.3,-73.991859,40.75946,-73.947411,40.780132,manhattan,manhattan,CRD,15.0,0.5,0.5,2.5,0.0,18.5
334406,BEEB676B645ABBC943B774D7559C419E,39A226BFC4DE46B9BE82A5C7AD72F6E5,CMT,1,N,2013-01-01 01:33:38,2013-01-01 01:42:36,1,537,2.0,-73.987038,40.74596,-73.987038,40.74596,manhattan,manhattan,CRD,9.5,0.5,0.5,3.15,0.0,13.65
334939,B578A01928645458F63973B5A1472E74,47621A5D69BAC4FC889B16A9A1FD6485,CMT,1,N,2013-01-01 13:53:31,2013-01-01 14:07:47,1,856,3.7,-73.946411,40.785343,-73.985603,40.76368,manhattan,manhattan,CRD,14.0,0.0,0.5,3.62,0.0,18.12
337479,6BEAE64698C173F4EA190F718F02E18D,8510555CD5BA75C9FED27482853BE9D7,CMT,1,N,2013-01-01 11:55:58,2013-01-01 12:02:54,1,416,1.2,-73.993713,40.761978,-73.977379,40.758743,manhattan,manhattan,CRD,6.5,0.0,0.5,1.4,0.0,8.4
358001,886FB0001A9F7CD88AA587B1DAF75CE3,451B5ED850076607DC6EF7C458446CCF,VTS,1,,2013-01-01 10:08:00,2013-01-01 10:13:00,3,300,2.29,-73.995598,40.739094,-73.978271,40.76342,manhattan,manhattan,CSH,8.0,0.0,0.5,0.0,0.0,8.5
358694,062281602740F289FB3C49AD21C5A973,32DE80E20F3CDE459484DA4B7196F9D7,VTS,1,,2013-01-01 08:22:00,2013-01-01 08:40:00,1,1080,5.41,-73.983627,40.749474,-73.928383,40.755959,manhattan,manhattan,CSH,18.5,0.0,0.5,0.0,0.0,19.0
368065,C5C6A3127EA0D9CDC0E50D6F3C6A3486,F31866279FA85F554B995A030E54F6A3,VTS,1,,2013-01-01 02:48:00,2013-01-01 03:07:00,1,1140,3.25,-73.967567,40.760487,-73.998787,40.739021,manhattan,manhattan,CSH,14.5,0.5,0.5,0.0,0.0,15.5
368176,2D8C1A8CBC6EA0A268C5A42929B9DE15,BC784C62DCE55D3F13C6E193AACB43FA,VTS,1,,2013-01-01 05:37:00,2013-01-01 06:05:00,2,1680,15.78,-73.975723,40.744854,-73.855103,40.758045,manhattan,queens,CSH,44.5,0.5,0.5,0.0,0.0,45.5
368343,7E94181F851247ACE580CA73F8641E39,0572FF55F79461517BC675CF2BF4F7C8,VTS,2,,2013-01-01 13:27:00,2013-01-01 13:55:00,6,1680,17.69,-73.994423,40.760876,-73.791252,40.644917,manhattan,queens,CSH,52.0,0.0,0.5,0.0,4.8,57.3
368508,8E312FD341B01FD1D62EF7514D4C84F7,3871B106F70A201F76E2E82A5C0735DF,VTS,5,,2013-01-01 19:51:00,2013-01-01 19:51:00,1,0,0.0,0.0,0.0,0.0,0.0,outside_nyc,outside_nyc,CRD,50.0,0.0,0.0,0.0,0.0,50.0
392948,E1AE11357A540D22EB14F2B3A61C4FB5,AF7A6F281C49F6DF2E87010ABC17827F,CMT,1,N,2013-01-01 04:01:43,2013-01-01 04:11:10,1,566,2.2,-73.969948,40.763294,-73.994568,40.743679,manhattan,manhattan,CRD,9.5,0.5,0.5,2.1,0.0,12.6
393093,062D13CA188A0ECFD48D6D871DDB2176,B5969982E99EA35255FDAC81B36D8AC5,CMT,1,N,2013-01-01 03:20:57,2013-01-01 03:27:04,1,367,1.5,-73.986237,40.746361,-74.001076,40.731686,manhattan,manhattan,CRD,7.0,0.5,0.5,1.6,0.0,9.6
393499,7D8902C64626BE152928EACBF405CC9D,07250A6747956BC1E5A83B40A0A8A663,CMT,1,N,2013-01-01 03:10:23,2013-01-01 03:13:10,1,167,0.4,-73.981071,40.744522,-73.986214,40.740086,manhattan,manhattan,CRD,4.0,0.5,0.5,1.0,0.0,6.0
